"departure","arrival","departure_longitude","departure_latitude","arrival_longitude","arrival_latitude"
"2543A","2555","4.225491","4.264118","52.04346","52.06100"
"2545N","2546B","4.273997","4.278895","52.04789","52.05912"
"2517","2553","4.221591","4.285609","52.04493","52.08726"
"2516","2596","4.319509","4.338401","52.06783","52.09274"
"2533J","2544E","4.250288","4.293881","52.04648","52.05090"
"2544H","2717","4.260587","4.474270","52.04580","52.07464"
"2284","2566","4.252308","4.313038","52.04115","52.08079"
"2563","2624","4.270556","4.355772","51.99516","52.07270"
"2543A","2624","4.264118","4.355772","51.99516","52.04346"
"2542J","2547","4.258106","4.266762","52.03853","52.06093"
"2544C","2546S","4.253386","4.271055","52.04675","52.05787"
"2544C","2573","4.253386","4.284134","52.04675","52.06537"
"2512","2597","4.304762","4.313337","52.07346","52.10758"
"2543A","2544M","4.251294","4.264118","52.03961","52.04346"
"2543S","2563","4.265859","4.270556","52.04036","52.07270"
"2511","2533J","4.293881","4.317539","52.05090","52.07851"
"2564","2564","4.258003","4.258003","52.06811","52.06811"
"2544E","2546A","4.250288","4.275727","52.04648","52.05775"
"2333","2511","4.317539","4.468049","52.07851","52.16816"
"2533V","2597","4.289581","4.313337","52.05027","52.10758"
"2516","2533C","4.293283","4.338401","52.04874","52.06783"
"2533B","2546S","4.271055","4.284102","52.04869","52.05787"
"2533J","2533S","4.286450","4.293881","52.05090","52.05539"
"2533V","2542J","4.258106","4.289581","52.03853","52.05027"
"2533A","2563","4.270556","4.278652","52.05363","52.07270"
"2553","2565","4.221591","4.258572","52.04493","52.07543"
"2511","2563","4.270556","4.317539","52.07270","52.07851"
"2514","2545H","4.282732","4.308987","52.04369","52.08523"
"2546R","3072","4.268876","4.489101","51.90211","52.05706"
"2544J","2546S","4.258303","4.271055","52.04502","52.05787"
"2571","2573","4.284134","4.286918","52.06537","52.06937"
"2544J","2545G","4.258303","4.275293","52.04502","52.04924"
"2291","2517","4.277017","4.285609","52.01948","52.08726"
"2291","2627","4.277017","4.371840","51.98532","52.01948"
"1816","2492","4.409169","4.720214","52.06619","52.63351"
"2517","2572","4.285609","4.293560","52.06443","52.08726"
"2544G","2616","4.259543","4.378230","52.01987","52.04253"
"2517","2544H","4.260587","4.285609","52.04580","52.08726"
"2545N","2627","4.278895","4.371840","51.98532","52.04789"
"1118","2511","4.317539","4.760595","52.07851","52.30665"
"1118","2593","4.342739","4.760595","52.08531","52.30665"
"2333","2512","4.304762","4.468049","52.07346","52.16816"
"2584","2595","4.279296","4.334532","52.08087","52.10258"
"2562","2909","4.281926","4.545104","51.91413","52.07473"
"2516","2565","4.258572","4.338401","52.06783","52.07543"
"2544G","2547","4.259543","4.266762","52.04253","52.06093"
"2544M","2546C","4.251294","4.273469","52.03961","52.05666"
"2542J","2544G","4.258106","4.259543","52.03853","52.04253"
"2516","2544H","4.260587","4.338401","52.04580","52.06783"
"2512","2909","4.304762","4.545104","51.91413","52.07346"
"2544C","2545G","4.253386","4.275293","52.04675","52.04924"
"2512","2533S","4.286450","4.304762","52.05539","52.07346"
"2517","2541X","4.274327","4.285609","52.05410","52.08726"
"2517","2543A","4.264118","4.285609","52.04346","52.08726"
"2253","2544H","4.260587","4.451775","52.04580","52.13857"
"2547","2554","4.219691","4.266762","52.06093","52.06499"
"2555","2573","4.225491","4.284134","52.06100","52.06537"
"2541X","2543S","4.265859","4.274327","52.04036","52.05410"
"2516","2681","4.185465","4.338401","52.03159","52.06783"
"2545A","2909","4.263082","4.545104","51.91413","52.05302"
"2564","2565","4.258003","4.258572","52.06811","52.07543"
"2546X","3072","4.277613","4.489101","51.90211","52.06074"
"2545E","2628","4.265062","4.375679","52.00169","52.05389"
"2533L","2533V","4.289581","4.296128","52.05027","52.05247"
"2573","2722","4.284134","4.513164","52.05349","52.06537"
"2566","2593","4.252308","4.342739","52.08079","52.08531"
"2492","2553","4.221591","4.409169","52.04493","52.06619"
"2511","2542N","4.259759","4.317539","52.03313","52.07851"
"2543A","2544J","4.258303","4.264118","52.04346","52.04502"
"2545E","2546V","4.265062","4.275566","52.05389","52.05969"
"2511","2722","4.317539","4.513164","52.05349","52.07851"
"2511","2521","4.317539","4.318427","52.06328","52.07851"
"2545H","2545H","4.282732","4.282732","52.04369","52.04369"
"2533E","2546S","4.271055","4.293278","52.05278","52.05787"
"2533A","2566","4.252308","4.278652","52.05363","52.08079"
"2492","2517","4.285609","4.409169","52.06619","52.08726"
"2541X","2544H","4.260587","4.274327","52.04580","52.05410"
"2541X","2545A","4.263082","4.274327","52.05302","52.05410"
"2541X","2572","4.274327","4.293560","52.05410","52.06443"
"2533J","2545H","4.282732","4.293881","52.04369","52.05090"
"2564","2584","4.258003","4.279296","52.06811","52.10258"
"2543A","2545G","4.264118","4.275293","52.04346","52.04924"
"1119","2547","4.266762","4.760357","52.06093","52.28216"
"2542E","2545E","4.265062","4.267380","52.03587","52.05389"
"2512","2541R","4.280996","4.304762","52.04303","52.07346"
"2253","4.451775","52.13857","53.21628","6.569368","9711"
"2253","2543B","4.261462","4.451775","52.04082","52.13857"
"2514","2544N","4.244986","4.308987","52.03423","52.08523"
"2544J","2566","4.252308","4.258303","52.04502","52.08079"
"2564","2596","4.258003","4.319509","52.06811","52.09274"
"2544E","2546X","4.250288","4.277613","52.04648","52.06074"
"1118","2547","4.266762","4.760595","52.06093","52.30665"
"2517","2542J","4.258106","4.285609","52.03853","52.08726"
"2245","2516","4.338401","4.399369","52.06783","52.12127"
"2516","2545N","4.278895","4.338401","52.04789","52.06783"
"2545N","2546V","4.275566","4.278895","52.04789","52.05969"
"2545J","2565","4.258572","4.273905","52.05018","52.07543"
"2542J","2552","4.247789","4.258106","52.03853","52.05459"
"2564","3012","4.258003","4.476193","51.91861","52.06811"
"1816","2681","4.185465","4.720214","52.03159","52.63351"
"2533B","2543A","4.264118","4.284102","52.04346","52.04869"
"2545V","2548","4.268400","4.290399","52.02944","52.05004"
"2521","2544G","4.259543","4.318427","52.04253","52.06328"
"2245","2545H","4.282732","4.399369","52.04369","52.12127"
"2542T","2571","4.272844","4.286918","52.03875","52.06937"
"1012","2291","4.277017","4.896023","52.01948","52.37454"
"2548","3015","4.290399","4.468389","51.91203","52.02944"
"2518","2722","4.294222","4.513164","52.05349","52.08114"
"2544C","2545E","4.253386","4.265062","52.04675","52.05389"
"1012","2541R","4.280996","4.896023","52.04303","52.37454"
"2548","2552","4.247789","4.290399","52.02944","52.05459"
"2517","2545H","4.282732","4.285609","52.04369","52.08726"
"1816","2711","4.492151","4.720214","52.06161","52.63351"
"2545H","2595","4.282732","4.334532","52.04369","52.08087"
"2516","2542E","4.267380","4.338401","52.03587","52.06783"
"2545H","2553","4.221591","4.282732","52.04369","52.04493"
"2285","2545A","4.263082","4.302551","52.03807","52.05302"
"2533B","2542N","4.259759","4.284102","52.03313","52.04869"
"2533B","2616","4.284102","4.378230","52.01987","52.04869"
"2542N","2543B","4.259759","4.261462","52.03313","52.04082"
"2566","2711","4.252308","4.492151","52.06161","52.08079"
"2573","2593","4.284134","4.342739","52.06537","52.08531"
"2544J","2546X","4.258303","4.277613","52.04502","52.06074"
"2542N","2566","4.252308","4.259759","52.03313","52.08079"
"2533V","2552","4.247789","4.289581","52.05027","52.05459"
"2533V","2548","4.289581","4.290399","52.02944","52.05027"
"2533S","2909","4.286450","4.545104","51.91413","52.05539"
"2544C","2546A","4.253386","4.275727","52.04675","52.05775"
"2584","2596","4.279296","4.319509","52.09274","52.10258"
"2533C","2909","4.293283","4.545104","51.91413","52.04874"
"2533S","2542E","4.267380","4.286450","52.03587","52.05539"
"2545V","2573","4.268400","4.284134","52.05004","52.06537"
"2543A","2563","4.264118","4.270556","52.04346","52.07270"
"1119","2288","4.337166","4.760357","52.03277","52.28216"
"2492","2545N","4.278895","4.409169","52.04789","52.06619"
"2542C","2546S","4.269424","4.271055","52.03756","52.05787"
"2513","2742","4.302386","4.625176","52.04480","52.07880"
"2513","2545J","4.273905","4.302386","52.05018","52.07880"
"2545G","2681","4.185465","4.275293","52.03159","52.04924"
"2521","2593","4.318427","4.342739","52.06328","52.08531"
"2514","2533H","4.290701","4.308987","52.04870","52.08523"
"2533H","2544N","4.244986","4.290701","52.03423","52.04870"
"2275","2616","4.352716","4.378230","52.01987","52.06283"
"2514","2564","4.258003","4.308987","52.06811","52.08523"
"2546C","2546C","4.273469","4.273469","52.05666","52.05666"
"1119","2545G","4.275293","4.760357","52.04924","52.28216"
"2544C","2555","4.225491","4.253386","52.04675","52.06100"
"2544C","2545A","4.253386","4.263082","52.04675","52.05302"
"1118","2597","4.313337","4.760595","52.10758","52.30665"
"2533A","2545G","4.275293","4.278652","52.04924","52.05363"
"2554","2584","4.219691","4.279296","52.06499","52.10258"
"2545J","2555","4.225491","4.273905","52.05018","52.06100"
"2516","2593","4.338401","4.342739","52.06783","52.08531"
"2544C","2545C","4.253386","4.265949","52.04675","52.05641"
"1951","2594","4.341788","4.615782","52.09343","52.47484"
"2543A","2545H","4.264118","4.282732","52.04346","52.04369"
"2533L","2545C","4.265949","4.296128","52.05247","52.05641"
"2542T","2546C","4.272844","4.273469","52.03875","52.05666"
"1816","2545A","4.263082","4.720214","52.05302","52.63351"
"2711","2742","4.492151","4.625176","52.04480","52.06161"
"2521","2533B","4.284102","4.318427","52.04869","52.06328"
"2542N","2545C","4.259759","4.265949","52.03313","52.05641"
"2533H","2596","4.290701","4.319509","52.04870","52.09274"
"2285","2533J","4.293881","4.302551","52.03807","52.05090"
"2285","2543B","4.261462","4.302551","52.03807","52.04082"
"2543B","3015","4.261462","4.468389","51.91203","52.04082"
"2545G","3015","4.275293","4.468389","51.91203","52.04924"
"1171","2595","4.334532","4.775848","52.08087","52.33033"
"2333","2564","4.258003","4.468049","52.06811","52.16816"
"2543B","2554","4.219691","4.261462","52.04082","52.06499"
"2563","2571","4.270556","4.286918","52.06937","52.07270"
"2533C","2533S","4.286450","4.293283","52.04874","52.05539"
"2545P","2546T","4.276004","4.280035","52.04870","52.05926"
"2542K","2546S","4.263124","4.271055","52.03644","52.05787"
"2542K","2546X","4.263124","4.277613","52.03644","52.06074"
"2543B","2545N","4.261462","4.278895","52.04082","52.04789"
"2552","2566","4.247789","4.252308","52.05459","52.08079"
"2548","2555","4.225491","4.290399","52.02944","52.06100"
"2545A","2562","4.263082","4.281926","52.05302","52.07473"
"2616","2616","4.378230","4.378230","52.01987","52.01987"
"2514","2554","4.219691","4.308987","52.06499","52.08523"
"1171","2545J","4.273905","4.775848","52.05018","52.33033"
"2544J","2583","4.256884","4.258303","52.04502","52.09254"
"2545A","2583","4.256884","4.263082","52.05302","52.09254"
"2551","2583","4.237327","4.256884","52.05899","52.09254"
"2544H","2547","4.260587","4.266762","52.04580","52.06093"
"2544H","2573","4.260587","4.284134","52.04580","52.06537"
"2545H","2564","4.258003","4.282732","52.04369","52.06811"
"2541R","2597","4.280996","4.313337","52.04303","52.10758"
"2544N","2545N","4.244986","4.278895","52.03423","52.04789"
"2545N","2597","4.278895","4.313337","52.04789","52.10758"
"2555","2597","4.225491","4.313337","52.06100","52.10758"
"2275","3012","4.352716","4.476193","51.91861","52.06283"
"2543A","2681","4.185465","4.264118","52.03159","52.04346"
"2275","2545H","4.282732","4.352716","52.04369","52.06283"
"2511","3072","4.317539","4.489101","51.90211","52.07851"
"2542E","2616","4.267380","4.378230","52.01987","52.03587"
"2514","2533S","4.286450","4.308987","52.05539","52.08523"
"2543B","3511","4.261462","5.115988","52.04082","52.08832"
"2541X","2545N","4.274327","4.278895","52.04789","52.05410"
"1012","2545A","4.263082","4.896023","52.05302","52.37454"
"2513","2545A","4.263082","4.302386","52.05302","52.07880"
"2511","2593","4.317539","4.342739","52.07851","52.08531"
"2543S","2546C","4.265859","4.273469","52.04036","52.05666"
"2284","2562","4.281926","4.313038","52.04115","52.07473"
"2518","2533S","4.286450","4.294222","52.05539","52.08114"
"2512","2554","4.219691","4.304762","52.06499","52.07346"
"2291","2718","4.277017","4.497608","52.01948","52.03901"
"2517","2545V","4.268400","4.285609","52.05004","52.08726"
"2545A","2564","4.258003","4.263082","52.05302","52.06811"
"2544J","2564","4.258003","4.258303","52.04502","52.06811"
"2571","2584","4.279296","4.286918","52.06937","52.10258"
"2511","2533A","4.278652","4.317539","52.05363","52.07851"
"2533S","2533V","4.286450","4.289581","52.05027","52.05539"
"2333","2616","4.378230","4.468049","52.01987","52.16816"
"2526","2742","4.307563","4.625176","52.04480","52.06804"
"2514","2571","4.286918","4.308987","52.06937","52.08523"
"2541R","2585","4.280996","4.296964","52.04303","52.09487"
"2533J","2564","4.258003","4.293881","52.05090","52.06811"
"1171","2514","4.308987","4.775848","52.08523","52.33033"
"2566","2573","4.252308","4.284134","52.06537","52.08079"
"2541R","2545H","4.280996","4.282732","52.04303","52.04369"
"2511","2553","4.221591","4.317539","52.04493","52.07851"
"2547","2624","4.266762","4.355772","51.99516","52.06093"
"2245","2533V","4.289581","4.399369","52.05027","52.12127"
"2533G","2545G","4.275293","4.289047","52.04810","52.04924"
"2573","2573","4.284134","4.284134","52.06537","52.06537"
"2545B","2546B","4.273997","4.274960","52.04384","52.05912"
"2514","2711","4.308987","4.492151","52.06161","52.08523"
"2533J","2681","4.185465","4.293881","52.03159","52.05090"
"1435","4.702336","52.25945","53.21628","6.569368","9711"
"2542K","2547","4.263124","4.266762","52.03644","52.06093"
"2547","2711","4.266762","4.492151","52.06093","52.06161"
"2275","2511","4.317539","4.352716","52.06283","52.07851"
"2492","2542J","4.258106","4.409169","52.03853","52.06619"
"2542N","2544N","4.244986","4.259759","52.03313","52.03423"
"2544J","2718","4.258303","4.497608","52.03901","52.04502"
"2722","2909","4.513164","4.545104","51.91413","52.05349"
"2562","2573","4.281926","4.284134","52.06537","52.07473"
"2533H","2562","4.281926","4.290701","52.04870","52.07473"
"1171","2552","4.247789","4.775848","52.05459","52.33033"
"2555","2565","4.225491","4.258572","52.06100","52.07543"
"2514","2542N","4.259759","4.308987","52.03313","52.08523"
"1118","2544J","4.258303","4.760595","52.04502","52.30665"
"2544D","2546A","4.251671","4.275727","52.04935","52.05775"
"2543A","2566","4.252308","4.264118","52.04346","52.08079"
"2253","2545J","4.273905","4.451775","52.05018","52.13857"
"2533G","2546S","4.271055","4.289047","52.04810","52.05787"
"2333","2542E","4.267380","4.468049","52.03587","52.16816"
"2543A","2545A","4.263082","4.264118","52.04346","52.05302"
"2518","2545A","4.263082","4.294222","52.05302","52.08114"
"2288","2542N","4.259759","4.337166","52.03277","52.03313"
"2545H","2565","4.258572","4.282732","52.04369","52.07543"
"2533S","2543V","4.259972","4.286450","52.03965","52.05539"
"2245","2542J","4.258106","4.399369","52.03853","52.12127"
"2548","2563","4.270556","4.290399","52.02944","52.07270"
"2511","2541R","4.280996","4.317539","52.04303","52.07851"
"2333","2544M","4.251294","4.468049","52.03961","52.16816"
"2544M","2545H","4.251294","4.282732","52.03961","52.04369"
"2513","2552","4.247789","4.302386","52.05459","52.07880"
"2545H","2572","4.282732","4.293560","52.04369","52.06443"
"2593","2722","4.342739","4.513164","52.05349","52.08531"
"2512","2542N","4.259759","4.304762","52.03313","52.07346"
"2518","2545J","4.273905","4.294222","52.05018","52.08114"
"2555","2571","4.225491","4.286918","52.06100","52.06937"
"2545E","2545X","4.265062","4.267176","52.05007","52.05389"
"1171","2722","4.513164","4.775848","52.05349","52.33033"
"2544N","2547","4.244986","4.266762","52.03423","52.06093"
"2515","2533H","4.290701","4.321192","52.04870","52.07270"
"2521","2533V","4.289581","4.318427","52.05027","52.06328"
"2543A","3521","4.264118","5.109406","52.04346","52.08331"
"2533A","2565","4.258572","4.278652","52.05363","52.07543"
"2627","2678","4.255695","4.371840","51.97477","51.98532"
"2553","2555","4.221591","4.225491","52.04493","52.06100"
"2542J","2616","4.258106","4.378230","52.01987","52.03853"
"2554","2564","4.219691","4.258003","52.06499","52.06811"
"2511","2517","4.285609","4.317539","52.07851","52.08726"
"2544N","2573","4.244986","4.284134","52.03423","52.06537"
"2555","3012","4.225491","4.476193","51.91861","52.06100"
"2275","2516","4.338401","4.352716","52.06283","52.06783"
"2533J","2542T","4.272844","4.293881","52.03875","52.05090"
"2542J","2545A","4.258106","4.263082","52.03853","52.05302"
"2541X","2544L","4.251908","4.274327","52.03512","52.05410"
"2542K","2573","4.263124","4.284134","52.03644","52.06537"
"2533C","2593","4.293283","4.342739","52.04874","52.08531"
"2544L","2546T","4.251908","4.276004","52.03512","52.05926"
"2555","2722","4.225491","4.513164","52.05349","52.06100"
"1435","2543B","4.261462","4.702336","52.04082","52.25945"
"2511","2545N","4.278895","4.317539","52.04789","52.07851"
"1435","2545G","4.275293","4.702336","52.04924","52.25945"
"2514","2518","4.294222","4.308987","52.08114","52.08523"
"2333","2584","4.279296","4.468049","52.10258","52.16816"
"2288","4.337166","52.03277","53.21628","6.569368","9711"
"2543V","2546E","4.259972","4.271158","52.03965","52.05806"
"2543A","2573","4.264118","4.284134","52.04346","52.06537"
"2543V","2545A","4.259972","4.263082","52.03965","52.05302"
"2545G","2711","4.275293","4.492151","52.04924","52.06161"
"2275","2554","4.219691","4.352716","52.06283","52.06499"
"2542J","2554","4.219691","4.258106","52.03853","52.06499"
"2513","2544G","4.259543","4.302386","52.04253","52.07880"
"1012","2552","4.247789","4.896023","52.05459","52.37454"
"1816","2515","4.321192","4.720214","52.07270","52.63351"
"1171","2555","4.225491","4.775848","52.06100","52.33033"
"2288","2553","4.221591","4.337166","52.03277","52.04493"
"2288","2517","4.285609","4.337166","52.03277","52.08726"
"2543S","2546S","4.265859","4.271055","52.04036","52.05787"
"2542J","2594","4.258106","4.341788","52.03853","52.09343"
"2518","2555","4.225491","4.294222","52.06100","52.08114"
"2533L","3012","4.296128","4.476193","51.91861","52.05247"
"2245","2545V","4.268400","4.399369","52.05004","52.12127"
"2545H","2566","4.252308","4.282732","52.04369","52.08079"
"2333","2545H","4.282732","4.468049","52.04369","52.16816"
"2521","2573","4.284134","4.318427","52.06328","52.06537"
"2512","2516","4.304762","4.338401","52.06783","52.07346"
"2533G","2546X","4.277613","4.289047","52.04810","52.06074"
"2565","2722","4.258572","4.513164","52.05349","52.07543"
"2544C","2545H","4.253386","4.282732","52.04369","52.04675"
"2533B","2544C","4.253386","4.284102","52.04675","52.04869"
"2552","2571","4.247789","4.286918","52.05459","52.06937"
"1171","2547","4.266762","4.775848","52.06093","52.33033"
"2514","2543A","4.264118","4.308987","52.04346","52.08523"
"2584","2909","4.279296","4.545104","51.91413","52.10258"
"2545H","2711","4.282732","4.492151","52.04369","52.06161"
"2552","3511","4.247789","5.115988","52.05459","52.08832"
"1171","2573","4.284134","4.775848","52.06537","52.33033"
"2514","2542E","4.267380","4.308987","52.03587","52.08523"
"2533V","2544C","4.253386","4.289581","52.04675","52.05027"
"2548","2571","4.286918","4.290399","52.02944","52.06937"
"2542J","2627","4.258106","4.371840","51.98532","52.03853"
"2533J","2544H","4.260587","4.293881","52.04580","52.05090"
"2516","2545H","4.282732","4.338401","52.04369","52.06783"
"2547","2585","4.266762","4.296964","52.06093","52.09487"
"2544H","2585","4.260587","4.296964","52.04580","52.09487"
"2533A","2533S","4.278652","4.286450","52.05363","52.05539"
"2512","2545N","4.278895","4.304762","52.04789","52.07346"
"2545J","2545V","4.268400","4.273905","52.05004","52.05018"
"2333","2545J","4.273905","4.468049","52.05018","52.16816"
"2547","2742","4.266762","4.625176","52.04480","52.06093"
"2545J","3012","4.273905","4.476193","51.91861","52.05018"
"2521","2533S","4.286450","4.318427","52.05539","52.06328"
"2333","2543A","4.264118","4.468049","52.04346","52.16816"
"2547","2597","4.266762","4.313337","52.06093","52.10758"
"2548","2597","4.290399","4.313337","52.02944","52.10758"
"2511","2544G","4.259543","4.317539","52.04253","52.07851"
"2544J","2544J","4.258303","4.258303","52.04502","52.04502"
"2492","4.409169","52.06619","53.21628","6.569368","9711"
"2516","2533A","4.278652","4.338401","52.05363","52.06783"
"2516","2562","4.281926","4.338401","52.06783","52.07473"
"2533S","2544C","4.253386","4.286450","52.04675","52.05539"
"2512","2545H","4.282732","4.304762","52.04369","52.07346"
"1012","2547","4.266762","4.896023","52.06093","52.37454"
"2542E","3012","4.267380","4.476193","51.91861","52.03587"
"2542J","2584","4.258106","4.279296","52.03853","52.10258"
"2533C","2554","4.219691","4.293283","52.04874","52.06499"
"2545J","2573","4.273905","4.284134","52.05018","52.06537"
"2584","2593","4.279296","4.342739","52.08531","52.10258"
"2521","2533J","4.293881","4.318427","52.05090","52.06328"
"2291","2717","4.277017","4.474270","52.01948","52.07464"
"2512","2593","4.304762","4.342739","52.07346","52.08531"
"2533J","2544C","4.253386","4.293881","52.04675","52.05090"
"2533H","2711","4.290701","4.492151","52.04870","52.06161"
"2533H","2533J","4.290701","4.293881","52.04870","52.05090"
"2492","2628","4.375679","4.409169","52.00169","52.06619"
"2533A","2533B","4.278652","4.284102","52.04869","52.05363"
"2533A","2544J","4.258303","4.278652","52.04502","52.05363"
"2564","2595","4.258003","4.334532","52.06811","52.08087"
"2545A","2595","4.263082","4.334532","52.05302","52.08087"
"2511","2543A","4.264118","4.317539","52.04346","52.07851"
"1171","2512","4.304762","4.775848","52.07346","52.33033"
"2511","2566","4.252308","4.317539","52.07851","52.08079"
"2548","3511","4.290399","5.115988","52.02944","52.08832"
"2544M","3012","4.251294","4.476193","51.91861","52.03961"
"2542N","2616","4.259759","4.378230","52.01987","52.03313"
"1119","2553","4.221591","4.760357","52.04493","52.28216"
"1119","2544J","4.258303","4.760357","52.04502","52.28216"
"1119","2545H","4.282732","4.760357","52.04369","52.28216"
"1119","2571","4.286918","4.760357","52.06937","52.28216"
"2492","2548","4.290399","4.409169","52.02944","52.06619"
"2544C","2546C","4.253386","4.273469","52.04675","52.05666"
"2542X","2546S","4.259868","4.271055","52.03342","52.05787"
"2245","2533G","4.289047","4.399369","52.04810","52.12127"
"2544G","2563","4.259543","4.270556","52.04253","52.07270"
"2542E","2544G","4.259543","4.267380","52.03587","52.04253"
"2516","2543S","4.265859","4.338401","52.04036","52.06783"
"2543S","2546B","4.265859","4.273997","52.04036","52.05912"
"2515","2521","4.318427","4.321192","52.06328","52.07270"
"2553","3171","4.221591","4.399210","51.85498","52.04493"
"2514","2678","4.255695","4.308987","51.97477","52.08523"
"2543S","2546R","4.265859","4.268876","52.04036","52.05706"
"2541H","2544N","4.244986","4.277934","52.03423","52.04246"
"2291","2541H","4.277017","4.277934","52.01948","52.04246"
"2555","2593","4.225491","4.342739","52.06100","52.08531"
"2512","2533L","4.296128","4.304762","52.05247","52.07346"
"2512","2518","4.294222","4.304762","52.07346","52.08114"
"2543A","2554","4.219691","4.264118","52.04346","52.06499"
"2492","2545H","4.282732","4.409169","52.04369","52.06619"
"2542T","2596","4.272844","4.319509","52.03875","52.09274"
"2517","2711","4.285609","4.492151","52.06161","52.08726"
"2533J","2573","4.284134","4.293881","52.05090","52.06537"
"2544E","2545C","4.250288","4.265949","52.04648","52.05641"
"2492","2547","4.266762","4.409169","52.06093","52.06619"
"2543B","2678","4.255695","4.261462","51.97477","52.04082"
"2533V","2543S","4.265859","4.289581","52.04036","52.05027"
"2545J","2566","4.252308","4.273905","52.05018","52.08079"
"2492","2533S","4.286450","4.409169","52.05539","52.06619"
"2533H","2545A","4.263082","4.290701","52.04870","52.05302"
"2516","2571","4.286918","4.338401","52.06783","52.06937"
"2544D","2573","4.251671","4.284134","52.04935","52.06537"
"2544D","2546S","4.251671","4.271055","52.04935","52.05787"
"2542E","2573","4.267380","4.284134","52.03587","52.06537"
"2544L","2546R","4.251908","4.268876","52.03512","52.05706"
"2533S","2543B","4.261462","4.286450","52.04082","52.05539"
"2515","2742","4.321192","4.625176","52.04480","52.07270"
"2545G","4.275293","52.04924","53.21628","6.569368","9711"
"2545N","2547","4.266762","4.278895","52.04789","52.06093"
"2542N","2547","4.259759","4.266762","52.03313","52.06093"
"2546V","2624","4.275566","4.355772","51.99516","52.05969"
"2544G","2545H","4.259543","4.282732","52.04253","52.04369"
"2565","2616","4.258572","4.378230","52.01987","52.07543"
"1118","2541X","4.274327","4.760595","52.05410","52.30665"
"2593","2616","4.342739","4.378230","52.01987","52.08531"
"2542C","2546B","4.269424","4.273997","52.03756","52.05912"
"2542C","2545G","4.269424","4.275293","52.03756","52.04924"
"2275","2573","4.284134","4.352716","52.06283","52.06537"
"2514","2548","4.290399","4.308987","52.02944","52.08523"
"2711","3521","4.492151","5.109406","52.06161","52.08331"
"2543A","3015","4.264118","4.468389","51.91203","52.04346"
"2545H","2597","4.282732","4.313337","52.04369","52.10758"
"2597","3015","4.313337","4.468389","51.91203","52.10758"
"2544N","2552","4.244986","4.247789","52.03423","52.05459"
"2511","2533V","4.289581","4.317539","52.05027","52.07851"
"2533A","3012","4.278652","4.476193","51.91861","52.05363"
"2513","2543B","4.261462","4.302386","52.04082","52.07880"
"1119","2593","4.342739","4.760357","52.08531","52.28216"
"2544J","2553","4.221591","4.258303","52.04493","52.04502"
"2533G","2595","4.289047","4.334532","52.04810","52.08087"
"1171","2543A","4.264118","4.775848","52.04346","52.33033"
"2552","4.247789","52.05459","53.21628","6.569368","9711"
"2492","2555","4.225491","4.409169","52.06100","52.06619"
"2545P","2546C","4.273469","4.280035","52.04870","52.05666"
"2526","2555","4.225491","4.307563","52.06100","52.06804"
"2545J","3511","4.273905","5.115988","52.05018","52.08832"
"2595","2624","4.334532","4.355772","51.99516","52.08087"
"2571","2722","4.286918","4.513164","52.05349","52.06937"
"2521","2562","4.281926","4.318427","52.06328","52.07473"
"2544G","2571","4.259543","4.286918","52.04253","52.06937"
"2544J","2552","4.247789","4.258303","52.04502","52.05459"
"2492","2516","4.338401","4.409169","52.06619","52.06783"
"2512","2562","4.281926","4.304762","52.07346","52.07473"
"2543V","2546X","4.259972","4.277613","52.03965","52.06074"
"2285","2555","4.225491","4.302551","52.03807","52.06100"
"2571","2585","4.286918","4.296964","52.06937","52.09487"
"2245","3012","4.399369","4.476193","51.91861","52.12127"
"2526","2717","4.307563","4.474270","52.06804","52.07464"
"2288","2547","4.266762","4.337166","52.03277","52.06093"
"2543B","2547","4.261462","4.266762","52.04082","52.06093"
"2542T","2545A","4.263082","4.272844","52.03875","52.05302"
"2512","2563","4.270556","4.304762","52.07270","52.07346"
"2533L","3511","4.296128","5.115988","52.05247","52.08832"
"2533H","2571","4.286918","4.290701","52.04870","52.06937"
"2533H","2563","4.270556","4.290701","52.04870","52.07270"
"2555","2564","4.225491","4.258003","52.06100","52.06811"
"2533B","2565","4.258572","4.284102","52.04869","52.07543"
"2514","2516","4.308987","4.338401","52.06783","52.08523"
"2555","2742","4.225491","4.625176","52.04480","52.06100"
"2593","2597","4.313337","4.342739","52.08531","52.10758"
"1012","4.896023","52.37454","53.21628","6.569368","9711"
"1012","2533V","4.289581","4.896023","52.05027","52.37454"
"2284","2512","4.304762","4.313038","52.04115","52.07346"
"2533L","2564","4.258003","4.296128","52.05247","52.06811"
"2545H","2678","4.255695","4.282732","51.97477","52.04369"
"2275","2544N","4.244986","4.352716","52.03423","52.06283"
"2275","2544G","4.259543","4.352716","52.04253","52.06283"
"2275","2521","4.318427","4.352716","52.06283","52.06328"
"2492","2533G","4.289047","4.409169","52.04810","52.06619"
"2533G","2545A","4.263082","4.289047","52.04810","52.05302"
"2544G","2562","4.259543","4.281926","52.04253","52.07473"
"2284","2544G","4.259543","4.313038","52.04115","52.04253"
"2291","2542J","4.258106","4.277017","52.01948","52.03853"
"2553","2564","4.221591","4.258003","52.04493","52.06811"
"2245","2565","4.258572","4.399369","52.07543","52.12127"
"2275","2514","4.308987","4.352716","52.06283","52.08523"
"1171","2545H","4.282732","4.775848","52.04369","52.33033"
"1012","2548","4.290399","4.896023","52.02944","52.37454"
