"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit","time_waiting","n_changes","distance_total","distance_walk","distance_transit","stop_PC6","stop_PC5","feasible"
"2533L","2547",52.0524663644024,4.29612770686802,52.06093,4.266762,1,0,28.4,19.4,9.1,0,0,4.1,1.5,2.6,"-1","-1",1
"2541X","2909",52.0541032153245,4.27432718219758,51.91413,4.545104,1,0,107.2,23.3,67.7,16.1,4,37.8,1,36.8,"2541XV","2541X",1
"2909","2541X",51.91413,4.545104,52.0541032153245,4.27432718219758,0,1,97.7,22.2,63.7,11.8,4,37.6,0.9,36.7,"2541AE","2541A",1
"2333","2545A",52.16816,4.468049,52.0530226817073,4.26308177456596,0,1,87.9,22.3,60.5,5.2,1,24.9,1.7,23.2,"2545CG","2545C",1
"2573","2544G",52.06537,4.284134,52.0425265562463,4.25954339365026,0,1,16.4,7.4,9,0,0,3.7,0.5,3.2,"2543BG","2543B",1
"2543B","2245",52.0408197781465,4.2614617830182,52.12127,4.399369,1,0,71.8,29.7,39.8,2.3,1,17.6,2.2,15.4,"2543SW","2543S",1
"2533L","2518",52.0524663644024,4.29612770686802,52.08114,4.294222,1,0,34.5,11.2,16.6,6.7,1,5.1,0.8,4.3,"2531BT","2531B",1
"2291","2545J",52.01948,4.277017,52.0501761443925,4.27390518499308,0,1,34.1,23.6,10.5,0,0,6.1,1.8,4.3,"2545NW","2545N",1
"2545E","3521",52.0538899879879,4.26506166395777,52.08331,5.109406,1,0,191.9,30.9,148.5,12.5,2,98.4,1.8,96.6,"2545AA","2545A",1
"3521","2545E",52.08331,5.109406,52.0538899879879,4.26506166395777,0,1,198.3,28.9,150,19.4,3,109.7,1.7,108,"2545CG","2545C",1
"2545G","3521",52.0492425239982,4.27529335026369,52.08331,5.109406,1,0,196.7,28.6,146.8,21.3,4,95.3,1.4,93.9,"2545JT","2545J",1
"2545J","2562",52.0501761443925,4.27390518499308,52.07473,4.281926,1,0,25.5,5.5,15.2,4.8,1,4.8,0.4,4.4,"2545JT","2545J",1
"1171","2533S",52.33033,4.775848,52.0553882189754,4.28645029912797,0,1,155.8,20.1,109,26.7,6,63.9,1.4,62.5,"2546AD","2546A",1
"2544C","2564",52.0467546104116,4.25338619540227,52.06811,4.258003,1,0,23.2,7.8,8.9,6.4,1,3.9,0.6,3.3,"2544EB","2544E",1
"2564","2544C",52.06811,4.258003,52.0467546104116,4.25338619540227,0,1,23.3,16.9,6.4,0,0,3.8,1.3,2.5,"-1","-1",1
"2518","2545C",52.08114,4.294222,52.0564072356305,4.26594900581208,0,1,26.1,10.7,12.8,2.6,1,5.1,0.8,4.3,"2545CG","2545C",1
"2719","2545H",52.04267,4.471343,52.0436878110164,4.28273156391466,0,1,59.7,4.6,52.1,3,1,22.7,0.3,22.4,"2545HD","2545H",1
"2545H","2572",52.0436878110164,4.28273156391466,52.06443,4.29356,1,0,22.8,14.5,8.3,0,0,3.6,1.1,2.5,"2545JT","2545J",1
"2572","2545H",52.06443,4.29356,52.0436878110164,4.28273156391466,0,1,20.7,3.7,10.8,6.2,1,3.8,0.3,3.5,"2541AE","2541A",1
"2546R","3072",52.05706,4.268876,51.90211,4.489101,1,0,83.7,21.4,59.5,2.8,1,36,1.2,34.8,"2545CZ","2545C",1
"3072","2546R",51.90211,4.489101,52.05706,4.268876,0,1,80.7,18.9,57.7,4.2,1,35.3,1.1,34.2,"2545CG","2545C",1
"2544E","2566",52.0464828004557,4.25028829153627,52.08079,4.252308,1,0,52.7,24.4,17.7,10.5,1,8.3,1.9,6.4,"-1","-1",1
"2566","2544E",52.08079,4.252308,52.0464828004557,4.25028829153627,0,1,50.6,42.7,7.9,0,0,6.5,3.1,3.4,"-1","-1",1
"2595","2545G",52.08087,4.334532,52.0492425239982,4.27529335026369,0,1,29.1,5.2,20.6,3.2,1,6.8,0.4,6.4,"2545JT","2545J",1
"2546V","2284",52.05969,4.275566,52.04115,4.313038,1,0,28.8,19.8,9.1,0,0,4.5,1.5,3,"2533AM","2533A",1
"2284","2546V",52.04115,4.313038,52.05969,4.275566,0,1,27.9,19,8.9,0,0,4.5,1.4,3.1,"2533BA","2533B",1
"2573","2543B",52.06537,4.284134,52.0408197781465,4.2614617830182,0,1,19.5,10.5,9,0,0,4,0.8,3.2,"2543BG","2543B",1
"2546A","2624",52.05775,4.275727,51.99516,4.355772,1,0,54.9,20,34.9,0,0,12.9,1.5,11.4,"2541AE","2541A",1
"2624","2546A",51.99516,4.355772,52.05775,4.275727,0,1,49.9,19.6,30.3,0,0,13.3,1.5,11.8,"2541XV","2541X",1
"2563","2545C",52.0727,4.270556,52.0564072356305,4.26594900581208,0,1,23.4,19.9,3.5,0,0,2.8,1.5,1.3,"2545CG","2545C",1
"2275","2545G",52.06283,4.352716,52.0492425239982,4.27529335026369,0,1,34.3,4.7,29.6,0,0,8.8,0.4,8.4,"2545JT","2545J",1
"2533A","2526",52.0536330532777,4.27865212084885,52.06804,4.307563,1,0,27.1,16.9,10.2,0,0,4,1.2,2.8,"2541XV","2541X",1
"2542J","2552",52.0385335010829,4.25810585554739,52.05459,4.247789,1,0,26.4,13.8,12.6,0,0,5.3,1,4.3,"2543AV","2543A",1
"2545A","1816",52.0530226817073,4.26308177456596,52.63351,4.720214,1,0,300.5,60.1,205.5,34.9,6,130.2,3.9,126.3,"2545CZ","2545C",1
"1816","2533S",52.63351,4.720214,52.0553882189754,4.28645029912797,0,1,298.6,49.3,209.6,39.7,6,130.4,3.5,126.9,"2533SR","2533S",1
"2533V","2512",52.0502735545728,4.28958147252202,52.07346,4.304762,1,0,25.2,12.4,12.9,0,0,4,0.9,3.1,"2531BT","2531B",1
"2542T","2552",52.0387486365841,4.27284350201484,52.05459,4.247789,1,0,25,10.8,14.2,0,0,5.5,0.8,4.7,"2542BK","2542B",1
"2616","2545C",52.01987,4.37823,52.0564072356305,4.26594900581208,0,1,65.8,19.7,42.7,3.4,1,17.3,1.5,15.8,"2545CG","2545C",1
"2511","2542E",52.07851,4.317539,52.0358716120214,4.26738012702625,0,1,36.2,14.5,21.7,0,0,8.7,1.1,7.6,"2543GB","2543G",1
"2514","2543S",52.08523,4.308987,52.0403612649755,4.26585945503325,0,1,42.5,19.2,21.1,2.1,1,7.7,1.4,6.3,"2543BG","2543B",1
"2533S","2547",52.0553882189754,4.28645029912797,52.06093,4.266762,1,0,22.9,14.9,7.9,0,0,3.3,1.1,2.2,"-1","-1",1
"2546T","3072",52.05926,4.276004,51.90211,4.489101,1,0,83.9,19,58.2,6.7,2,33.9,1.1,32.8,"2533SW","2533S",1
"3072","2546T",51.90211,4.489101,52.05926,4.276004,0,1,82.9,23.2,55.6,4.2,1,34.8,1.4,33.4,"-1","-1",1
"2595","2543B",52.08087,4.334532,52.0408197781465,4.2614617830182,0,1,35,7.8,23.9,3.2,1,8.3,0.6,7.7,"2543BG","2543B",1
"2545C","2521",52.0564072356305,4.26594900581208,52.06328,4.318427,1,0,26.3,9.1,17.3,0,0,6.1,0.7,5.4,"2545CG","2545C",1
"2521","2545C",52.06328,4.318427,52.0564072356305,4.26594900581208,0,1,26.1,8.4,17.7,0,0,5.9,0.6,5.3,"2545CG","2545C",1
"2546S","2553",52.05787,4.271055,52.04493,4.221591,1,0,24.7,15.5,9.2,0,0,5.1,1.2,3.9,"2545AA","2545A",1
"2288","2545G",52.03277,4.337166,52.0492425239982,4.27529335026369,0,1,34.8,20.5,14.3,0,0,5.9,1.5,4.4,"2545JT","2545J",1
"2533B","2547",52.0486872890598,4.28410221908171,52.06093,4.266762,1,0,15.8,6.7,9.1,0,0,3.1,0.5,2.6,"-1","-1",1
"2512","2544H",52.07346,4.304762,52.0457978448674,4.26058713725417,0,1,22,6.6,15.4,0,0,5.3,0.5,4.8,"2544GA","2544G",1
"2555","2545J",52.061,4.225491,52.05018,4.273905,0,1,27.9,7.3,16.9,3.6,1,5.9,0.5,5.4,"2545CG","2545C",1
"2545V","2554",52.0500362790353,4.26839997997919,52.06499,4.219691,1,0,30.1,16.1,14.1,0,0,6.2,1.2,5,"2545CG","2545C",1
"2515","2545N",52.0727,4.321192,52.0478918255789,4.27889515568648,0,1,21.3,10.4,10.9,0,0,5.2,0.7,4.5,"2545NW","2545N",1
"2545N","2547",52.0478918255789,4.27889515568648,52.06093,4.266762,1,0,17.9,12.1,5.8,0,0,2.4,0.9,1.5,"-1","-1",1
"2681","2543V",52.03159,4.185465,52.039653035803,4.25997191228478,0,1,46.4,13.8,26.7,5.9,1,11.6,1,10.6,"2543SK","2543S",1
"2544G","2616",52.0425265562463,4.25954339365026,52.01987,4.37823,1,0,60.9,16.4,27.2,17.2,3,13.3,1.2,12.1,"2545JT","2545J",1
"2565","2533V",52.07543,4.258572,52.0502735545728,4.28958147252202,0,1,41.2,13.7,19.5,8,1,6.8,1,5.8,"2533SR","2533S",1
"2545J","2514",52.0501761443925,4.27390518499308,52.08523,4.308987,1,0,38.1,22.4,15.8,0,0,6.1,1.7,4.4,"2545JT","2545J",1
"2516","2533H",52.06783,4.338401,52.0487012158308,4.29070086181086,0,1,32.8,14.1,16.5,2.2,1,6.5,1,5.5,"2531SK","2531S",1
"2533H","2516",52.0487012158308,4.29070086181086,52.06783,4.338401,1,0,34.2,21.5,12.7,0,0,5.6,1.6,4,"2531AN","2531A",1
"2548","2542N",52.02944,4.290399,52.0331301458607,4.25975908904229,0,1,30,11.3,11.9,6.8,1,5.6,0.8,4.8,"2545NW","2545N",1
"2545A","3511",52.05302,4.263082,52.08832,5.115988,1,0,189.6,30,147.1,12.5,2,97.5,1.7,95.8,"-1","-1",1
"3511","2545A",52.08832,5.115988,52.0530226817073,4.26308177456596,0,1,198.7,29.3,150,19.4,3,109.7,1.7,108,"2545CG","2545C",1
"2545A","2625",52.0530226817073,4.26308177456596,51.99161,4.339376,1,0,47,13,31,3,1,13.6,1,12.6,"2545CZ","2545C",1
"2625","2545A",51.99161,4.339376,52.0530226817073,4.26308177456596,0,1,55.6,24.6,31,0,0,13.5,1.8,11.7,"2545CG","2545C",1
"2545J","2518",52.05018,4.273905,52.08114,4.294222,1,0,29.1,8.5,17.7,2.9,1,5.7,0.6,5.1,"2545JT","2545J",1
"2584","2533J",52.10258,4.279296,52.0509015842924,4.29388139874333,0,1,36,6.7,25,4.2,1,9,0.4,8.6,"2533SR","2533S",1
"2511","2533L",52.07851,4.317539,52.0524663644024,4.29612770686802,0,1,21.6,8.3,13.3,0,0,5.2,0.6,4.6,"2533SR","2533S",1
"1171","2544H",52.33033,4.775848,52.0457978448674,4.26058713725417,0,1,156,14,115.2,26.7,6,65.8,1,64.8,"2544GA","2544G",1
"2543B","2562",52.0408197781465,4.2614617830182,52.07473,4.281926,1,0,34.8,11.2,23.6,0,0,8.5,0.8,7.7,"2543AV","2543A",1
"2548","2533S",52.02944,4.290399,52.0553882189754,4.28645029912797,0,1,27.8,14.5,9.3,4,1,5.1,1.1,4,"2545NT","2545N",1
"2547","2533S",52.06093,4.266762,52.0553882189754,4.28645029912797,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","2562",52.0364390701642,4.26312437750577,52.07473,4.281926,1,0,39.6,9.9,23.5,6.1,1,9,0.7,8.3,"2543SW","2543S",1
"2516","2542E",52.06783,4.338401,52.0358716120214,4.26738012702625,0,1,43.6,19.6,21.8,2.2,1,8.9,1.5,7.4,"2531SK","2531S",1
"2514","2543B",52.08523,4.308987,52.0408197781465,4.2614617830182,0,1,38.4,15.2,21.1,2.1,1,7.4,1.1,6.3,"2543BG","2543B",1
"2543A","2547",52.0434639733693,4.26411809103701,52.06093,4.266762,1,0,19.9,12.7,7.2,0,0,3,0.9,2.1,"-1","-1",1
"2544J","2554",52.0450156297235,4.25830282422894,52.06499,4.219691,1,0,32.5,9.1,19.6,3.8,1,7.4,0.7,6.7,"2545CG","2545C",1
"2333","2545H",52.16816,4.468049,52.04369,4.282732,0,1,92.2,21.8,63.6,6.8,1,26.1,1.5,24.6,"2545NW","2545N",1
"2545G","2516",52.04924,4.275293,52.06783,4.338401,1,0,31,3.8,24.6,2.7,1,7.8,0.3,7.5,"2545JT","2545J",1
"2542T","2547",52.0387486365841,4.27284350201484,52.06093,4.266762,1,0,24.6,14.3,10.3,0,0,4.1,1.1,3,"-1","-1",1
"2547","2542T",52.06093,4.266762,52.0387486365841,4.27284350201484,0,1,22.9,14,8.9,0,0,4,1,3,"-1","-1",1
"2595","2544G",52.08087,4.334532,52.0425265562463,4.25954339365026,0,1,31.9,4.7,23.9,3.2,1,8.1,0.3,7.8,"2543BG","2543B",1
"2245","2533J",52.12127,4.399369,52.0509015842924,4.29388139874333,0,1,74.1,36.3,30.9,6.9,1,14.5,2.7,11.8,"2533SR","2533S",1
"2533V","2555",52.0502735545728,4.28958147252202,52.061,4.225491,1,0,33.2,10.9,18.3,4,1,7.3,0.8,6.5,"2545CG","2545C",1
"2542T","2564",52.0387486365841,4.27284350201484,52.06811,4.258003,1,0,26.5,6.9,19.6,0,0,6.9,0.5,6.4,"2542BK","2542B",1
"2512","2533J",52.07346,4.304762,52.0509015842924,4.29388139874333,0,1,30.5,17.2,13.3,0,0,5.9,1.3,4.6,"2533SR","2533S",1
"2545N","2571",52.04789,4.278895,52.06937,4.286918,1,0,28.7,12,11,5.7,1,4.3,0.9,3.4,"2545CZ","2545C",1
"1816","2544J",52.63351,4.720214,52.0450156297235,4.25830282422894,0,1,310,47.1,214.1,48.8,6,132.9,3.4,129.5,"2544CX","2544C",1
"2544J","1816",52.0450156297235,4.25830282422894,52.63351,4.720214,1,0,304.9,33.1,228.2,43.5,5,102.8,2.4,100.4,"2544WB","2544W",1
"2573","2545H",52.06537,4.284134,52.0436878110164,4.28273156391466,0,1,22.7,7.8,8.7,6.2,1,3.4,0.6,2.8,"2541AE","2541A",1
"2518","2543B",52.08114,4.294222,52.0408197781465,4.2614617830182,0,1,36.7,12.2,20.7,3.9,1,7.4,0.9,6.5,"2543BG","2543B",1
"2513","2545H",52.0788,4.302386,52.0436878110164,4.28273156391466,0,1,35.6,21.5,14.1,0,0,5.8,1.6,4.2,"2545JT","2545J",1
"2545H","2513",52.0436878110164,4.28273156391466,52.0788,4.302386,1,0,37.2,13.8,18.4,5,1,7.5,1,6.5,"2545NW","2545N",1
"2333","2533S",52.16816,4.468049,52.0553882189754,4.28645029912797,0,1,91.4,23.9,60.8,6.8,1,25.1,1.7,23.4,"2533SR","2533S",1
"2542E","2547",52.0358716120214,4.26738012702625,52.06093,4.266762,1,0,26.3,13.6,12.7,0,0,4.8,1,3.8,"-1","-1",1
"2554","2542J",52.06499,4.219691,52.0385335010829,4.25810585554739,0,1,39.5,8.9,25.6,5.1,1,9.1,0.7,8.4,"2533AD","2533A",1
"2544H","2616",52.0457978448674,4.26058713725417,52.01987,4.37823,1,0,61.5,17.8,26.4,17.2,3,13.2,1.3,11.9,"2545JT","2545J",1
"2547","2543V",52.06093,4.266762,52.039653035803,4.25997191228478,0,1,21.8,14.7,7.1,0,0,3.5,1.1,2.4,"-1","-1",1
"2533S","2573",52.0553882189754,4.28645029912797,52.06537,4.284134,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2245","2533G",52.12127,4.399369,52.0481019628413,4.28904693155921,0,1,78,36.3,38.6,3.1,1,16.6,2.7,13.9,"2532EN","2532E",1
"2533S","2554",52.0553882189754,4.28645029912797,52.06499,4.219691,1,0,32.5,13.1,19.4,0,0,7.4,1,6.4,"2546AD","2546A",1
"2533J","2333",52.0509015842924,4.29388139874333,52.16816,4.468049,1,0,80.3,17.6,59.3,3.4,1,24.7,1.2,23.5,"2533SR","2533S",1
"2546B","3072",52.05912,4.273997,51.90211,4.489101,1,0,86.2,21.3,58.2,6.7,2,34.1,1.3,32.8,"2533SW","2533S",1
"3072","2546B",51.90211,4.489101,52.05912,4.273997,0,1,81.2,21.5,55.6,4.2,1,34.7,1.3,33.4,"-1","-1",1
"2545V","2564",52.0500362790353,4.26839997997919,52.06811,4.258003,1,0,20.2,7.9,12.2,0,0,4.5,0.6,3.9,"2541AJ","2541A",1
"2555","2542E",52.061,4.225491,52.0358716120214,4.26738012702625,0,1,36.1,10.8,22.9,2.4,1,8.5,0.8,7.7,"2543TC","2543T",1
"2533V","2521",52.0502735545728,4.28958147252202,52.06328,4.318427,1,0,23.7,17.3,6.4,0,0,3.9,1.3,2.6,"2533SR","2533S",1
"2516","2533J",52.06783,4.338401,52.0509015842924,4.29388139874333,0,1,30.9,17.3,13.6,0,0,5.6,1.3,4.3,"2531AV","2531A",1
"2533J","2516",52.0509015842924,4.29388139874333,52.06783,4.338401,1,0,28.2,15.5,12.7,0,0,5.1,1.2,3.9,"2531AN","2531A",1
"2593","2545N",52.08531,4.342739,52.0478918255789,4.27889515568648,0,1,38.3,11.6,22.8,4,1,7.7,0.8,6.9,"2545JT","2545J",1
"2543B","2722",52.0408197781465,4.2614617830182,52.05349,4.513164,1,0,69.1,20.1,45.2,3.9,1,22.7,1.4,21.3,"2543BG","2543B",1
"2548","2544H",52.02944,4.290399,52.0457978448674,4.26058713725417,0,1,31.2,27.1,4.1,0,0,4,2,2,"2545DM","2545D",1
"2543B","2547",52.0408197781465,4.2614617830182,52.06093,4.266762,1,0,20.5,11.8,8.6,0,0,3.4,0.9,2.5,"-1","-1",1
"2545G","1012",52.0492425239982,4.27529335026369,52.37454,4.896023,1,0,194.3,18.3,151.4,24.6,5,81.6,1.3,80.3,"2545JT","2545J",1
"2542C","2511",52.0375620253995,4.26942353312512,52.07851,4.317539,1,0,26.2,6.5,19.8,0,0,7.7,0.4,7.3,"2543SW","2543S",1
"2511","2542C",52.07851,4.317539,52.0375620253995,4.26942353312512,0,1,35.4,19.2,16.2,0,0,7.2,1.4,5.8,"2545NW","2545N",1
"3194","2545G",51.87004,4.371524,52.0492425239982,4.27529335026369,0,1,104.7,30.8,64.2,9.7,2,40.9,1.9,39,"2545JT","2545J",1
"2555","2533A",52.061,4.225491,52.0536330532777,4.27865212084885,0,1,28.5,12.7,15.8,0,0,6.3,0.9,5.4,"2533AD","2533A",1
"1435","2545G",52.25945,4.702336,52.0492425239982,4.27529335026369,0,1,160.4,43.8,98.8,17.9,3,58.4,3.2,55.2,"2545JT","2545J",1
"2563","2545N",52.0727,4.270556,52.0478918255789,4.27889515568648,0,1,28.2,12.8,15.4,0,0,6.3,0.9,5.4,"2545JT","2545J",1
"2544M","1012",52.0396112782528,4.25129396965672,52.37454,4.896023,1,0,202.2,19.8,157.7,24.6,5,83.8,1.4,82.4,"2543EB","2543E",1
"2516","2543A",52.06783,4.338401,52.0434639733693,4.26411809103701,0,1,38.5,7.8,26.8,4,1,9.3,0.6,8.7,"2546AD","2546A",1
"2596","2545J",52.09274,4.319509,52.05018,4.273905,0,1,42.7,19,23.6,0,0,9.2,1.4,7.8,"2545NW","2545N",1
"2511","2545N",52.07851,4.317539,52.04789,4.278895,0,1,22.2,6,16.2,0,0,6.2,0.4,5.8,"2545NW","2545N",1
"2545G","2333",52.0492425239982,4.27529335026369,52.16816,4.468049,1,0,85.2,19.6,62.2,3.4,1,26,1.3,24.7,"2545NW","2545N",1
"2555","2533V",52.061,4.225491,52.0502735545728,4.28958147252202,0,1,35.7,12.2,19.9,3.6,1,7.3,0.9,6.4,"2545CG","2545C",1
"2545G","2513",52.0492425239982,4.27529335026369,52.0788,4.302386,1,0,26.4,10.6,15.8,0,0,5.3,0.8,4.5,"2545JT","2545J",1
"2554","2533A",52.06499,4.219691,52.0536330532777,4.27865212084885,0,1,28.6,9.8,18.7,0,0,6.8,0.7,6.1,"2533AD","2533A",1
"2545P","2548",52.0486991606871,4.28003531328865,52.02944,4.290399,1,0,17.9,13.1,4.8,0,0,2.9,0.9,2,"2545NW","2545N",1
"2533V","2245",52.0502735545728,4.28958147252202,52.12127,4.399369,1,0,62.8,27.2,33.3,2.3,1,15,2,13,"2533SR","2533S",1
"2545H","2521",52.0436878110164,4.28273156391466,52.06328,4.318427,1,0,25.9,16.6,9.2,0,0,5,1.2,3.8,"2545NW","2545N",1
"2543B","2516",52.0408197781465,4.2614617830182,52.06783,4.338401,1,0,39.5,15.4,19.9,4.1,1,8.3,1.1,7.2,"2543SW","2543S",1
"2513","2544J",52.0788,4.302386,52.0450156297235,4.25830282422894,0,1,30.8,13.3,17.5,0,0,6.6,1,5.6,"2543BG","2543B",1
"2541X","1034",52.0541032153245,4.27432718219758,52.40825,4.916871,1,0,212.3,31.3,153.9,27.1,6,88.8,1.8,87,"2541XV","2541X",1
"1034","2541X",52.40825,4.916871,52.0541032153245,4.27432718219758,0,1,201,28.1,147.7,25.2,6,90.2,1.5,88.7,"2541AE","2541A",1
"2511","2533J",52.07851,4.317539,52.0509015842924,4.29388139874333,0,1,19.4,6.2,13.3,0,0,5,0.4,4.6,"2533SR","2533S",1
"2542J","2245",52.0385335010829,4.25810585554739,52.12127,4.399369,1,0,72.6,27.9,39.1,5.6,2,16.7,2,14.7,"2542JH","2542J",1
"2517","2545G",52.08726,4.285609,52.0492425239982,4.27529335026369,0,1,32.8,10.5,22.4,0,0,8.1,0.8,7.3,"2545JT","2545J",1
"2545G","2517",52.0492425239982,4.27529335026369,52.08726,4.285609,1,0,34.3,9.6,24.8,0,0,8.1,0.7,7.4,"2545JT","2545J",1
"2544L","2584",52.0351167857076,4.25190836738485,52.10258,4.279296,1,0,50.1,15.7,32.1,2.4,1,11.7,1.1,10.6,"2543GR","2543G",1
"2546X","3072",52.06074,4.277613,51.90211,4.489101,1,0,83,18.1,58.2,6.7,2,33.8,1,32.8,"2533SW","2533S",1
"2492","2545G",52.06619,4.409169,52.0492425239982,4.27529335026369,0,1,51.8,10.5,33,8.3,3,13.8,0.5,13.3,"2545JT","2545J",1
"2542T","2245",52.0387486365841,4.27284350201484,52.12127,4.399369,1,0,71.4,29.4,39.8,2.3,1,17.6,2.2,15.4,"2543SW","2543S",1
"2544G","2333",52.0425265562463,4.25954339365026,52.16816,4.468049,1,0,92.9,23.8,65.8,3.4,1,27.5,1.6,25.9,"2543SW","2543S",1
"2595","2542J",52.08087,4.334532,52.0385335010829,4.25810585554739,0,1,37.2,9.2,24.8,3.2,1,8.7,0.7,8,"2544GH","2544G",1
"2542J","2595",52.0385335010829,4.25810585554739,52.08087,4.334532,1,0,40.2,9.2,27.1,3.9,1,8.8,0.7,8.1,"2542JH","2542J",1
"2291","2541R",52.01948,4.277017,52.0430329074203,4.28099566871628,0,1,28.1,20,8.1,0,0,4.9,1.5,3.4,"2545DM","2545D",1
"2564","2533L",52.06811,4.258003,52.0524663644024,4.29612770686802,0,1,36.1,23.5,12.6,0,0,5.1,1.8,3.3,"2541EA","2541E",1
"2545A","3171",52.0530226817073,4.26308177456596,51.85498,4.39921,1,0,110.4,21.9,77.8,10.7,3,47,1.2,45.8,"2545CZ","2545C",1
"3171","2545A",51.85498,4.39921,52.0530226817073,4.26308177456596,0,1,105.7,14.1,74.4,17.1,3,47,0.7,46.3,"2545CG","2545C",1
"3171","2545G",51.85498,4.39921,52.0492425239982,4.27529335026369,0,1,106.1,8.7,75.7,21.7,4,46.6,0.3,46.3,"2545JT","2545J",1
"2518","2533H",52.08114,4.294222,52.0487012158308,4.29070086181086,0,1,43.5,15.8,20.3,7.4,2,7.3,1.2,6.1,"2545JT","2545J",1
"2545H","2288",52.0436878110164,4.28273156391466,52.03277,4.337166,1,0,38.8,28.1,10.7,0,0,4.9,2.1,2.8,"2533CA","2533C",1
"2742","2545G",52.0448,4.625176,52.0492425239982,4.27529335026369,0,1,90.1,28,51.7,10.5,2,33.4,2.1,31.3,"2545JT","2545J",1
"2545J","2555",52.0501761443925,4.27390518499308,52.061,4.225491,1,0,26,7,15,4,1,5.8,0.5,5.3,"2545CG","2545C",1
"2545H","2555",52.0436878110164,4.28273156391466,52.061,4.225491,1,0,38.7,19.5,16.2,3,1,7.2,1.4,5.8,"2533AD","2533A",1
"2518","2533C",52.08114,4.294222,52.0487353984816,4.29328303683979,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533C","2518",52.0487353984816,4.29328303683979,52.08114,4.294222,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533S","2616",52.0553882189754,4.28645029912797,52.01987,4.37823,1,0,51.7,22.9,21.4,7.3,2,11.8,1.7,10.1,"2533SP","2533S",1
"2543B","2285",52.0408197781465,4.2614617830182,52.03807,4.302551,1,0,24.7,8.2,12.3,4.2,1,4.8,0.6,4.2,"2545JT","2545J",1
"1118","2545G",52.30665,4.760595,52.04924,4.275293,0,1,136.1,15.9,104,16.2,4,59.1,1.1,58,"2545JT","2545J",1
"2516","2542C",52.06783,4.338401,52.0375620253995,4.26942353312512,0,1,39.9,15.9,21.8,2.2,1,8.6,1.2,7.4,"2531SK","2531S",1
"2521","2545H",52.06328,4.318427,52.04369,4.282732,0,1,27.1,12.3,14.8,0,0,5.9,0.9,5,"2545NW","2545N",1
"2518","2543A",52.08114,4.294222,52.0434639733693,4.26411809103701,0,1,35.8,12.2,19.7,3.9,1,6.9,0.9,6,"2544GA","2544G",1
"2541X","2517",52.0541032153245,4.27432718219758,52.08726,4.285609,1,0,33.3,6.8,20.1,6.4,1,6.3,0.5,5.8,"2541XV","2541X",1
"2517","2541X",52.08726,4.285609,52.0541032153245,4.27432718219758,0,1,35.1,9.9,19.1,6.1,1,6.7,0.7,6,"2541AE","2541A",1
"2518","2533S",52.08114,4.294222,52.0553882189754,4.28645029912797,0,1,35.5,18.4,13.2,3.9,1,5.1,1.4,3.7,"2546AD","2546A",1
"2625","2541R",51.99161,4.339376,52.0430329074203,4.28099566871628,0,1,40.8,21.2,19.6,0,0,10.9,1.5,9.4,"2545HD","2545H",1
"2543A","2564",52.0434639733693,4.26411809103701,52.06811,4.258003,1,0,21.8,5.3,16.5,0,0,5.8,0.4,5.4,"2543AA","2543A",1
"2593","2543A",52.08531,4.342739,52.0434639733693,4.26411809103701,0,1,36.9,10.9,23.9,2.2,1,8.3,0.8,7.5,"2544GA","2544G",1
"3012","2542E",51.91861,4.476193,52.0358716120214,4.26738012702625,0,1,93.3,39.3,46,8.1,2,31.8,2.6,29.2,"-1","-1",1
"2573","2533S",52.06537,4.284134,52.0553882189754,4.28645029912797,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2333","2543A",52.16816,4.468049,52.0434639733693,4.26411809103701,0,1,91.7,19.5,62.3,9.8,2,25.3,1.4,23.9,"2544GA","2544G",1
"2543A","2562",52.0434639733693,4.26411809103701,52.07473,4.281926,1,0,30.4,7.5,18.1,4.8,1,5.9,0.5,5.4,"2543AA","2543A",1
"2565","2543B",52.07543,4.258572,52.0408197781465,4.2614617830182,0,1,34.3,16.6,17.6,0,0,7.6,1.3,6.3,"2543SK","2543S",1
"3521","2544G",52.08331,5.109406,52.0425265562463,4.25954339365026,0,1,205.9,25.1,154.6,26.2,4,110.8,1.4,109.4,"2543BG","2543B",1
"3521","2545N",52.08331,5.109406,52.0478918255789,4.27889515568648,0,1,205.7,34.9,151.1,19.8,3,111.2,2.1,109.1,"2545NW","2545N",1
"2566","2544G",52.08079,4.252308,52.0425265562463,4.25954339365026,0,1,41.8,19,17.2,5.7,2,6.7,1.4,5.3,"2545JT","2545J",1
"2597","2533A",52.10758,4.313337,52.0536330532777,4.27865212084885,0,1,61.6,21.9,35.4,4.2,1,13.8,1.6,12.2,"2533SR","2533S",1
"2514","2542J",52.08523,4.308987,52.0385335010829,4.25810585554739,0,1,40.7,16.5,22,2.1,1,7.8,1.2,6.6,"2544GH","2544G",1
