"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit","time_waiting","n_changes","distance_total","distance_walk","distance_transit","stop_PC6","stop_PC5","feasible"
"3522","2545C",52.0728,5.114623,52.05641,4.265949,0,1,196.1,21.7,150,24.4,4,108.2,1.2,107,"2545CG","2545C",1
"2523","2544J",52.05678,4.319141,52.0450156297235,4.25830282422894,0,1,34.1,17.3,13.2,3.6,1,6,1.3,4.7,"2545NW","2545N",1
"2611","2533V",52.01263,4.358423,52.0502735545728,4.28958147252202,0,1,46.6,17.1,21.6,8,1,9,1.3,7.7,"2531BT","2531B",1
"2531V","2286",52.0548564711263,4.30164930928224,52.02374,4.315525,1,0,41.1,12.2,17.4,11.5,1,5.8,0.9,4.9,"2531BJ","2531B",1
"2286","2531V",52.02374,4.315525,52.0548564711263,4.30164930928224,0,1,31.2,13.3,15.9,2,1,6.2,1,5.2,"2531BT","2531B",1
"2574","2533A",52.06384,4.277853,52.0536330532777,4.27865212084885,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533H","2281",52.0487012158308,4.29070086181086,52.05724,4.341449,1,0,34.4,15.6,10.7,8.2,1,4.5,1.2,3.3,"2532EA","2532E",1
"2841","2533V",51.99825,4.652384,52.0502735545728,4.28958147252202,0,1,132,31.8,85.9,14.3,2,47.9,2.3,45.6,"2533SR","2533S",1
"2531C","2515",52.0558279026928,4.29833090580325,52.0727,4.321192,1,0,21.9,13.5,8.3,0,0,3.6,1,2.6,"2531AN","2531A",1
"2515","2531C",52.0727,4.321192,52.0558279026928,4.29833090580325,0,1,20.8,15.9,4.9,0,0,3.1,1.2,1.9,"-1","-1",1
"4284","2533H",51.80003,5.0086,52.0487012158308,4.29070086181086,0,1,229.5,28.9,164.4,36.2,5,105.8,1.7,104.1,"2533SR","2533S",1
"2545G","2841",52.04924,4.275293,51.99825,4.652384,1,0,160.8,33.8,93.2,33.8,2,48.7,2.5,46.2,"2545NW","2545N",1
"2524","2533S",52.05296,4.313358,52.0553882189754,4.28645029912797,0,1,22.6,19.8,2.8,0,0,2.4,1.4,1,"-1","-1",1
"2545G","3013",52.0492425239982,4.27529335026369,51.92432,4.469669,1,0,71.2,10,54.5,6.7,2,30.7,0.4,30.3,"2545JT","2545J",1
"2544D","2285",52.0493517376306,4.25167124379522,52.03807,4.302551,1,0,33.6,16.3,14.5,2.9,1,5.8,1.2,4.6,"2545CZ","2545C",1
"1312","2533S",52.37587,5.189835,52.0553882189754,4.28645029912797,0,1,231.2,26.8,174.9,29.5,7,113.7,1.8,111.9,"2533SP","2533S",1
"3087","2545C",51.89189,4.450622,52.0564072356305,4.26594900581208,0,1,108.5,23.1,73.8,11.5,2,40.2,1.4,38.8,"2545CG","2545C",1
"2545C","3087",52.0564072356305,4.26594900581208,51.89189,4.450622,1,0,112.2,25.6,73.3,13.2,2,43.5,1.6,41.9,"2545CZ","2545C",1
"3087","2533V",51.89189,4.450622,52.0502735545728,4.28958147252202,0,1,116.7,33,71,12.8,2,40.8,2,38.8,"2533SR","2533S",1
"2495","2545H",52.05549,4.359042,52.0436878110164,4.28273156391466,0,1,59.9,34.9,20,5,1,9.2,2.6,6.6,"2545NW","2545N",1
"2545H","2495",52.0436878110164,4.28273156391466,52.05549,4.359042,1,0,62.3,33.6,20.5,8.2,1,8.8,2.6,6.2,"2545NW","2545N",1
"2712","2533S",52.04909,4.502329,52.0553882189754,4.28645029912797,0,1,73.2,33.4,36.6,3.3,1,21,2.3,18.7,"2533SP","2533S",1
"8375","2544J",52.82541,5.957225,52.0450156297235,4.25830282422894,0,1,509.6,38.2,343.5,127.8,8,230.7,2.8,227.9,"2544CX","2544C",1
"2574","2545C",52.06384,4.277853,52.0564072356305,4.26594900581208,0,1,8.1,4.6,3.5,0,0,1.7,0.3,1.4,"2545CG","2545C",1
"2281","2533S",52.05724,4.341449,52.0553882189754,4.28645029912797,0,1,35.5,13.7,17.6,4.1,1,7.1,1,6.1,"2533SR","2533S",1
"2533H","2316",52.0487012158308,4.29070086181086,52.16847,4.496156,1,0,93.6,25.5,64.8,3.4,1,25.8,1.8,24,"2533SR","2533S",1
"2286","2533B",52.02374,4.315525,52.0486872890598,4.28410221908171,0,1,27.6,14.4,10.6,2.6,1,4.5,1.1,3.4,"2533XV","2533X",1
"2544J","2562",52.0450156297235,4.25830282422894,52.07473,4.281926,1,0,26.4,13.7,12.7,0,0,5.2,1,4.2,"2544WB","2544W",1
"2533T","2274",52.0486750626026,4.29372754294905,52.07387,4.350349,1,0,41.3,13.3,24.6,3.4,1,9,1,8,"2533SR","2533S",1
"2491","2545N",52.06734,4.384688,52.04789,4.278895,0,1,53.3,21,29,3.3,1,12.9,1.5,11.4,"2545JT","2545J",1
"2533T","8375",52.0486750626026,4.29372754294905,52.82541,5.957225,1,0,517.9,31,332.2,154.7,8,225.2,2.3,222.9,"2533CA","2533C",1
"2281","2542K",52.05724,4.341449,52.0364390701642,4.26312437750577,0,1,43,12.8,26,4.1,1,10.1,0.9,9.2,"2543GB","2543G",1
"2531A","2573",52.0572754569254,4.29968548273034,52.06537,4.284134,1,0,13.1,8.9,4.2,0,0,2,0.7,1.3,"2531AV","2531A",1
"2573","2531A",52.06537,4.284134,52.0572754569254,4.29968548273034,0,1,15,10.3,4.7,0,0,2.1,0.8,1.3,"2531AN","2531A",1
"2531C","2573",52.0558279026928,4.29833090580325,52.06537,4.284134,1,0,15,10.8,4.2,0,0,2.1,0.8,1.3,"2531AV","2531A",1
"2573","2531C",52.06537,4.284134,52.0558279026928,4.29833090580325,0,1,16.8,12.1,4.7,0,0,2.3,0.9,1.4,"2531AN","2531A",1
"1066","2533S",52.34028,4.817704,52.0553882189754,4.28645029912797,0,1,168.3,30.7,115.1,22.4,4,67.4,2.2,65.2,"2531AV","2531A",1
"2611","2542J",52.01263,4.358423,52.0385335010829,4.25810585554739,0,1,61.1,35.1,23,3,1,10.8,2.6,8.2,"-1","-1",1
"2531E","2286",52.0534049735869,4.29952365154343,52.02374,4.315525,1,0,42.4,15.9,19.3,7.2,1,9,1.2,7.8,"2532CP","2532C",1
"2286","2531E",52.02374,4.315525,52.0534049735869,4.29952365154343,0,1,42,13.1,17.8,11.2,1,8,0.9,7.1,"2532EA","2532E",1
"2712","2545A",52.04909,4.502329,52.0530226817073,4.26308177456596,0,1,70.2,32.3,37.9,0,0,22.3,2.2,20.1,"2545CG","2545C",1
"2712","2541R",52.04909,4.502329,52.0430329074203,4.28099566871628,0,1,78.3,14.3,58.6,5.3,2,25.7,1,24.7,"2545HD","2545H",1
"2531C","2571",52.0558279026928,4.29833090580325,52.06937,4.286918,1,0,18.9,14.7,4.2,0,0,2.4,1.1,1.3,"2531AV","2531A",1
"2571","2531C",52.06937,4.286918,52.0558279026928,4.29833090580325,0,1,20.7,16,4.7,0,0,2.6,1.2,1.4,"2531AN","2531A",1
"3087","2533A",51.89189,4.450622,52.0536330532777,4.27865212084885,0,1,114.8,27.9,73.3,13.6,3,40.1,1.8,38.3,"2541AE","2541A",1
"2566","2533L",52.08079,4.252308,52.0524663644024,4.29612770686802,0,1,42.8,15,21.2,6.7,1,7,1.1,5.9,"2531BJ","2531B",1
"2596","2533S",52.09274,4.319509,52.0553882189754,4.28645029912797,0,1,38.5,17.7,20.7,0,0,8,1.3,6.7,"2533SR","2533S",1
"3087","2545J",51.89189,4.450622,52.05018,4.273905,0,1,111.2,22.5,75.1,13.6,3,40.2,1.4,38.8,"2545JT","2545J",1
"2712","2533V",52.04909,4.502329,52.0502735545728,4.28958147252202,0,1,76.6,35,38.4,3.3,1,21.8,2.5,19.3,"2531BJ","2531B",1
"2285","2533T",52.03807,4.302551,52.0486750626026,4.29372754294905,0,1,15.8,14,1.8,0,0,1.9,1,0.9,"2533CK","2533C",1
"2531E","2515",52.0534049735869,4.29952365154343,52.0727,4.321192,1,0,23.1,13.9,9.2,0,0,4.4,1,3.4,"2533SR","2533S",1
"2515","2531E",52.0727,4.321192,52.0534049735869,4.29952365154343,0,1,24.3,15.2,9.1,0,0,3.8,1.1,2.7,"2531AV","2531A",1
"2524","2533J",52.05296,4.313358,52.0509015842924,4.29388139874333,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2514",52.0572754569254,4.29968548273034,52.08523,4.308987,1,0,32.7,15.2,17.4,0,0,6.3,1.1,5.2,"-1","-1",1
"2514","2531A",52.08523,4.308987,52.0572754569254,4.29968548273034,0,1,30.6,14.1,16.5,0,0,6.1,1,5.1,"-1","-1",1
"2571","2533L",52.06937,4.286918,52.0524663644024,4.29612770686802,0,1,22.6,20.3,2.3,0,0,2.3,1.5,0.8,"2531BJ","2531B",1
"2544J","2523",52.0450156297235,4.25830282422894,52.05678,4.319141,1,0,33.4,16.9,13.7,2.9,1,5.7,1.2,4.5,"2545NW","2545N",1
"8375","2533T",52.82541,5.957225,52.0486750626026,4.29372754294905,0,1,503.8,36.4,344.4,123,8,227.2,2.7,224.5,"2533CK","2533C",1
"2574","2533L",52.06384,4.277853,52.0524663644024,4.29612770686802,0,1,23.1,21,2,0,0,2.2,1.6,0.6,"-1","-1",1
"2531B","2286",52.0554542033459,4.29605895548404,52.02374,4.315525,1,0,37.3,8.4,17.4,11.5,1,5.5,0.6,4.9,"2531BJ","2531B",1
"2286","2531B",52.02374,4.315525,52.0554542033459,4.29605895548404,0,1,26.8,8.8,15.9,2,1,5.9,0.6,5.3,"2531BT","2531B",1
"2611","2542K",52.01263,4.358423,52.0364390701642,4.26312437750577,0,1,55.5,29.5,23,3,1,10.4,2.2,8.2,"-1","-1",1
"2712","2533J",52.04909,4.502329,52.0509015842924,4.29388139874333,0,1,71.9,17.1,49.5,5.3,2,21.6,1.2,20.4,"2532RA","2532R",1
"2545G","4284",52.04924,4.275293,51.80003,5.0086,1,0,234.4,26.8,159.5,48.1,7,107.1,1.3,105.8,"2545JT","2545J",1
"3011","2544E",51.91868,4.487522,52.0464828004557,4.25028829153627,0,1,75.7,16.8,55.6,3.3,1,33.7,0.9,32.8,"2544EB","2544E",1
"2531X","2573",52.0564879845059,4.29763546300736,52.06537,4.284134,1,0,15.1,11.9,3.2,0,0,1.7,0.9,0.8,"2531AV","2531A",1
"2573","2531X",52.06537,4.284134,52.0564879845059,4.29763546300736,0,1,14.6,12.1,2.5,0,0,1.6,0.9,0.7,"2531AA","2531A",1
"2286","2531X",52.02374,4.315525,52.0564879845059,4.29763546300736,0,1,29.3,11.3,15.9,2,1,6.1,0.8,5.3,"2531BT","2531B",1
"2533C","2671",52.0487353984816,4.29328303683979,51.99332,4.208966,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2316","2531H",52.16847,4.496156,52.0506011769973,4.30441154951965,0,1,81.8,25,50.8,6,1,22.8,1.8,21,"2531SK","2531S",1
"2531H","2316",52.0506011769973,4.30441154951965,52.16847,4.496156,1,0,82.5,26,54,2.5,1,22.1,1.9,20.2,"-1","-1",1
"2595","2545N",52.08087,4.334532,52.04789,4.278895,0,1,34.9,11.1,20.6,3.2,1,7.2,0.8,6.4,"2545JT","2545J",1
"2531B","2572",52.0554542033459,4.29605895548404,52.06443,4.29356,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2572","2531B",52.06443,4.29356,52.0554542033459,4.29605895548404,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544J","2285",52.0450156297235,4.25830282422894,52.03807,4.302551,1,0,23.3,9.5,11.7,2.2,1,4.6,0.7,3.9,"2545JT","2545J",1
"3013","2545A",51.92432,4.469669,52.05302,4.263082,0,1,69,14.4,50,4.7,1,30.9,0.7,30.2,"2545CG","2545C",1
"2544C","2288",52.0467546104116,4.25338619540227,52.03277,4.337166,1,0,50.6,29,19.5,2.2,1,7.8,2.2,5.6,"2545JT","2545J",1
"2545H","1312",52.0436878110164,4.28273156391466,52.37587,5.189835,1,0,253.6,22.6,189.4,41.5,7,111.5,1.6,109.9,"2533CA","2533C",1
"1312","2544D",52.37587,5.189835,52.0493517376306,4.25167124379522,0,1,244.7,25.1,186,33.5,7,107,1.8,105.2,"-1","-1",1
"3454","2533V",52.07694,5.030995,52.0502735545728,4.28958147252202,0,1,200.2,26.9,150.9,22.4,4,110.6,1.5,109.1,"2533SR","2533S",1
"2533J","3072",52.0509015842924,4.29388139874333,51.90211,4.489101,1,0,82.3,22.9,57.1,2.4,1,36,1.3,34.7,"2533SR","2533S",1
"2545G","1312",52.0492425239982,4.27529335026369,52.37587,5.189835,1,0,250.7,23.1,185.5,42.1,7,112.7,1.6,111.1,"2545JT","2545J",1
"2288","2533A",52.03277,4.337166,52.0536330532777,4.27865212084885,0,1,35.5,23.3,12.2,0,0,5.5,1.7,3.8,"2533BA","2533B",1
"2533S","2281",52.0553882189754,4.28645029912797,52.05724,4.341449,1,0,37,15.2,16.7,5.2,1,7,1.1,5.9,"2533SR","2533S",1
"2545H","2613",52.04369,4.282732,52.01167,4.346741,1,0,40.8,12.3,24.7,3.8,1,8.1,0.9,7.2,"2533CA","2533C",1
"4284","2533B",51.80003,5.0086,52.0486872890598,4.28410221908171,0,1,230.8,15.4,167.7,47.8,6,103.4,0.8,102.6,"2533XV","2533X",1
"2288","2544D",52.03277,4.337166,52.0493517376306,4.25167124379522,0,1,55,24.9,22.1,8,1,9.2,1.8,7.4,"2545AA","2545A",1
"8375","2533S",52.82541,5.957225,52.0553882189754,4.28645029912797,0,1,498.5,35.1,337.9,125.5,9,226.2,2.6,223.6,"2533SP","2533S",1
"2533H","2274",52.0487012158308,4.29070086181086,52.07387,4.350349,1,0,41.4,13.5,24.6,3.4,1,9,0.9,8.1,"2533SR","2533S",1
"2274","2533V",52.07387,4.350349,52.0502735545728,4.28958147252202,0,1,41.7,15.4,22.9,3.4,1,8.9,1,7.9,"2533SR","2533S",1
"2574","2533J",52.06384,4.277853,52.0509015842924,4.29388139874333,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533H","2611",52.0487012158308,4.29070086181086,52.01263,4.358423,1,0,42.4,14.5,20.6,7.3,2,11.1,1.1,10,"2532RA","2532R",1
"2533H","2595",52.0487012158308,4.29070086181086,52.08087,4.334532,1,0,37.9,16.9,15.4,5.7,2,7,1.2,5.8,"2533SR","2533S",1
"3313","2533B",51.81026,4.787754,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2546X","2289",52.06074,4.277613,52.03719,4.348908,1,0,69,41.2,25.2,2.5,1,10.9,2.9,8,"2533SW","2533S",1
"2544C","2611",52.0467546104116,4.25338619540227,52.01263,4.358423,1,0,62.9,24.6,27.3,11,2,14.2,1.9,12.3,"2545GN","2545G",1
"2611","2544C",52.01263,4.358423,52.0467546104116,4.25338619540227,0,1,62.7,21.9,37.7,3.1,1,16.3,1.6,14.7,"2541XV","2541X",1
"2544E","2841",52.0464828004557,4.25028829153627,51.99825,4.652384,1,0,154.1,31,94.1,29,2,49.6,2.2,47.4,"2544WB","2544W",1
"2542K","8375",52.0364390701642,4.26312437750577,52.82541,5.957225,1,0,523.7,33,339.7,151.1,8,229.2,2.4,226.8,"2543SW","2543S",1
"2541R","8375",52.0430329074203,4.28099566871628,52.82541,5.957225,1,0,517.9,30.7,336.1,151.1,8,227.7,2.2,225.5,"2545NW","2545N",1
"2544J","8375",52.0450156297235,4.25830282422894,52.82541,5.957225,1,0,502.8,35.3,330.1,137.3,8,236.4,2.6,233.8,"2544WB","2544W",1
"2533J","3522",52.0509015842924,4.29388139874333,52.0728,5.114623,1,0,193.9,40.3,135.2,18.4,3,95.2,2.2,93,"2533SR","2533S",1
"2541R","2841",52.0430329074203,4.28099566871628,51.99825,4.652384,1,0,144.4,29.4,91.7,23.4,2,49.1,2.1,47,"2545NW","2545N",1
"3011","2533B",51.91868,4.487522,52.0486872890598,4.28410221908171,0,1,84.1,26.1,54.8,3.3,1,34.2,1.5,32.7,"2545NW","2545N",1
"3011","2541R",51.91868,4.487522,52.0430329074203,4.28099566871628,0,1,82.8,24.8,54.8,3.3,1,34.1,1.4,32.7,"2545NW","2545N",1
"1066","2533B",52.34028,4.817704,52.0486872890598,4.28410221908171,0,1,169.7,20.4,123.2,26.1,4,68,1.5,66.5,"2533XV","2533X",1
"3013","2533J",51.92432,4.469669,52.0509015842924,4.29388139874333,0,1,69.6,13.7,50.2,5.7,2,30.1,0.7,29.4,"2531BJ","2531B",1
"2316","2533G",52.16847,4.496156,52.0481019628413,4.28904693155921,0,1,89.7,21.7,60.1,8,2,26.8,1.5,25.3,"2545CG","2545C",1
"2316","2545H",52.16847,4.496156,52.0436878110164,4.28273156391466,0,1,92.3,28,55.2,9.2,2,25.3,2,23.3,"2545JT","2545J",1
"2712","2542J",52.04909,4.502329,52.0385335010829,4.25810585554739,0,1,78.1,30.8,44.2,3.1,1,23.9,2.1,21.8,"2544GH","2544G",1
"3313","2533G",51.81026,4.787754,52.0481019628413,4.28904693155921,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533H","2523",52.0487012158308,4.29070086181086,52.05678,4.319141,1,0,19.4,15.2,4.2,0,0,2.5,1.1,1.4,"2532EA","2532E",1
"2562","2542K",52.07473,4.281926,52.0364390701642,4.26312437750577,0,1,37.3,11.1,21.6,4.6,1,8.2,0.8,7.4,"2543GB","2543G",1
"2533L","2574",52.0524663644024,4.29612770686802,52.06384,4.277853,1,0,23.9,18.6,5.3,0,0,3.1,1.4,1.7,"2531AV","2531A",1
"2522","2533J",52.06038,4.327274,52.0509015842924,4.29388139874333,0,1,18.1,9.6,8.5,0,0,3.5,0.7,2.8,"2532RP","2532R",1
"1013","2545C",52.3969,4.874555,52.05641,4.265949,0,1,198.7,24.9,152.8,21,5,87.5,1.7,85.8,"2545CG","2545C",1
"2533T","2547",52.0486750626026,4.29372754294905,52.06093,4.266762,1,0,24.2,15.2,9.1,0,0,3.8,1.1,2.7,"-1","-1",1
"2566","2533C",52.08079,4.252308,52.0487353984816,4.29328303683979,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2316","2545C",52.16847,4.496156,52.05641,4.265949,0,1,75.8,17.3,53.9,4.6,1,24.5,1.2,23.3,"2545CG","2545C",1
"2274","2544J",52.07387,4.350349,52.0450156297235,4.25830282422894,0,1,47.1,8.4,28.7,10,2,10,0.6,9.4,"2543BG","2543B",1
"2285","2533V",52.03807,4.302551,52.0502735545728,4.28958147252202,0,1,14.1,9.5,4.6,0,0,2.1,0.7,1.4,"2533XV","2533X",1
"3011","2542K",51.91868,4.487522,52.0364390701642,4.26312437750577,0,1,89.5,26.2,60.1,3.3,1,36.1,1.5,34.6,"2543GB","2543G",1
"3011","2545A",51.91868,4.487522,52.05302,4.263082,0,1,78,19.4,53.7,4.9,1,32.7,1.1,31.6,"2545CG","2545C",1
"2545A","3011",52.05302,4.263082,51.91868,4.487522,1,0,80.2,19.6,58.6,2,1,34.9,1.1,33.8,"-1","-1",1
"2285","2533G",52.03807,4.302551,52.0481019628413,4.28904693155921,0,1,13.6,9.1,4.6,0,0,2.1,0.7,1.4,"2533XV","2533X",1
"2544E","2285",52.0464828004557,4.25028829153627,52.03807,4.302551,1,0,33.1,17.9,13.1,2.2,1,5.8,1.3,4.5,"2545JT","2545J",1
"2572","2533H",52.06443,4.29356,52.0487012158308,4.29070086181086,0,1,20.4,17,3.4,0,0,2.5,1.3,1.2,"2532RA","2532R",1
"2533V","1118",52.0502735545728,4.28958147252202,52.30665,4.760595,1,0,145.9,27.2,108.6,10.2,3,65.3,1.9,63.4,"2533SR","2533S",1
"2545A","2289",52.05302,4.263082,52.03719,4.348908,1,0,72.1,45.9,26.2,0,0,10.9,3.5,7.4,"2545CG","2545C",1
"2316","2533E",52.16847,4.496156,52.0527763542252,4.29327791610092,0,1,78.5,19.6,52.1,6.8,2,23.9,1.4,22.5,"2531BJ","2531B",1
"8375","2533V",52.82541,5.957225,52.0502735545728,4.28958147252202,0,1,502.7,31.9,347.8,123,8,227.4,2.3,225.1,"2533XV","2533X",1
"5143","2541R",51.68121,5.091089,52.0430329074203,4.28099566871628,0,1,282.8,34.1,203.9,44.8,7,154.2,2.1,152.1,"2545NW","2545N",1
"1118","2533A",52.30665,4.760595,52.0536330532777,4.27865212084885,0,1,139.6,21.1,102.2,16.2,4,59,1.5,57.5,"2541AE","2541A",1
"2531T","2613",52.0536673452504,4.30215544399475,52.01167,4.346741,1,0,36.9,12,17.6,7.3,2,8.3,0.9,7.4,"2532RA","2532R",1
"2533C","2597",52.0487353984816,4.29328303683979,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3072","2541R",51.90211,4.489101,52.0430329074203,4.28099566871628,0,1,91.8,27.2,59,5.6,1,37,1.6,35.4,"2545NW","2545N",1
"1066","2542K",52.34028,4.817704,52.0364390701642,4.26312437750577,0,1,179,33.4,130.3,15.3,4,72.7,2.4,70.3,"2543GB","2543G",1
"2274","2533L",52.07387,4.350349,52.0524663644024,4.29612770686802,0,1,40.6,23.1,17.5,0,0,7.3,1.8,5.5,"2531AV","2531A",1
"2543R","1018",52.0428928838003,4.26639256132776,52.3679,4.918072,1,0,205.8,33.8,154.9,17.1,5,79.6,2.4,77.2,"2543SW","2543S",1
"2531X","2548",52.0564879845059,4.29763546300736,52.02944,4.290399,1,0,27.4,17.2,7.8,2.4,1,4.4,1.2,3.2,"2545NZ","2545N",1
"4284","2533C",51.80003,5.0086,52.0487353984816,4.29328303683979,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2611","2544J",52.01263,4.358423,52.0450156297235,4.25830282422894,0,1,58.5,17.7,37.7,3.1,1,16,1.3,14.7,"2541XV","2541X",1
"2541R","2524",52.0430329074203,4.28099566871628,52.05296,4.313358,1,0,22.7,12.8,9.9,0,0,4.1,0.9,3.2,"2545NW","2545N",1
"2544L","2562",52.0351167857076,4.25190836738485,52.07473,4.281926,1,0,35.8,19.4,16.4,0,0,6.7,1.5,5.2,"2544NL","2544N",1
"2566","2533V",52.08079,4.252308,52.0502735545728,4.28958147252202,0,1,43.4,24.3,16.8,2.3,1,6.9,1.8,5.1,"2541EA","2541E",1
"2596","2533V",52.09274,4.319509,52.0502735545728,4.28958147252202,0,1,35.7,14.9,20.7,0,0,7.7,1.1,6.6,"2533SR","2533S",1
"2541R","1066",52.0430329074203,4.28099566871628,52.34028,4.817704,1,0,172.9,39.2,121.5,12.3,4,74.8,2.8,72,"2545NW","2545N",1
"2533C","2283",52.0487353984816,4.29328303683979,52.04643,4.322106,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2283","2533C",52.04643,4.322106,52.0487353984816,4.29328303683979,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545G","5143",52.04924,4.275293,51.68121,5.091089,1,0,323.1,39.9,216.5,66.8,7,158.9,2.3,156.6,"2545JT","2545J",1
"2566","2542K",52.08079,4.252308,52.0364390701642,4.26312437750577,0,1,51.7,28,18,5.7,2,7.7,2.1,5.6,"2545JT","2545J",1
"2671","2533C",51.99332,4.208966,52.0487353984816,4.29328303683979,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2495","2545A",52.05549,4.359042,52.05302,4.263082,0,1,69.1,35.1,34,0,0,12.3,2.7,9.6,"2545CG","2545C",1
"2533S","3087",52.0553882189754,4.28645029912797,51.89189,4.450622,1,0,114.6,36.7,70.5,7.4,2,44.7,2.3,42.4,"2533SR","2533S",1
"3087","2544E",51.89189,4.450622,52.0464828004557,4.25028829153627,0,1,108,40.3,58.4,9.3,2,36.3,2.7,33.6,"2544EB","2544E",1
"3313","2533H",51.81026,4.787754,52.0487012158308,4.29070086181086,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531T","2548",52.0536673452504,4.30215544399475,52.02944,4.290399,1,0,25.9,13.4,12.4,0,0,5.7,1,4.7,"2532CP","2532C",1
"2286","2533S",52.02374,4.315525,52.0553882189754,4.28645029912797,0,1,37.1,22.7,11.8,2.6,1,5.7,1.7,4,"2533BA","2533B",1
"2572","2542K",52.06443,4.29356,52.0364390701642,4.26312437750577,0,1,24.3,12.3,11.9,0,0,5.1,0.9,4.2,"2544GH","2544G",1
"2533V","2523",52.0502735545728,4.28958147252202,52.05678,4.319141,1,0,21.3,17,4.2,0,0,2.6,1.3,1.3,"2532EA","2532E",1
"2533A","3313",52.0536330532777,4.27865212084885,51.81026,4.787754,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532X","2284",52.0445182307123,4.29296960419982,52.04115,4.313038,1,0,13.9,8.4,5.5,0,0,2.7,0.6,2.1,"2533CA","2533C",1
"2284","2532X",52.04115,4.313038,52.0445182307123,4.29296960419982,0,1,11.2,6.2,5,0,0,2.4,0.5,1.9,"2533CK","2533C",1
"2284","2532B",52.04115,4.313038,52.0471157905223,4.29792093747227,0,1,14.1,11.4,2.8,0,0,1.7,0.8,0.9,"2531PJ","2531P",1
"2532B","2511",52.0471157905223,4.29792093747227,52.07851,4.317539,1,0,23.3,6.7,16.6,0,0,5.5,0.5,5,"2532EA","2532E",1
"2532B","2548",52.0471157905223,4.29792093747227,52.02944,4.290399,1,0,21.8,13.1,8.8,0,0,4.4,0.9,3.5,"2532RP","2532R",1
"2548","2532B",52.02944,4.290399,52.0471157905223,4.29792093747227,0,1,23.4,11.2,12.2,0,0,5.6,0.9,4.7,"2532EA","2532E",1
"2288","2532V",52.03277,4.337166,52.045154884928,4.29465346898307,0,1,31.7,23.5,8.2,0,0,4.4,1.7,2.7,"2533CK","2533C",1
"2511","2532V",52.07851,4.317539,52.045154884928,4.29465346898307,0,1,30.4,17.1,13.3,0,0,5.8,1.2,4.6,"2533SR","2533S",1
"2532V","2676",52.045154884928,4.29465346898307,51.95702,4.212476,1,0,62.1,20,30.8,11.3,2,15.3,1.4,13.9,"2532EN","2532E",1
"2676","2532V",51.95702,4.212476,52.045154884928,4.29465346898307,0,1,63.3,19.2,34.3,9.8,2,15.6,1.4,14.2,"2532EN","2532E",1
"2532B","2284",52.0471157905223,4.29792093747227,52.04115,4.313038,1,0,13.8,10.2,3.6,0,0,1.7,0.8,0.9,"-1","-1",1
"2532B","3313",52.0471157905223,4.29792093747227,51.81026,4.787754,1,0,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3313","2532B",51.81026,4.787754,52.0471157905223,4.29792093747227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532B","2595",52.0471157905223,4.29792093747227,52.08087,4.334532,1,0,38.2,12.3,21,4.8,2,6.9,0.9,6,"2532EA","2532E",1
"2595","2532B",52.08087,4.334532,52.0471157905223,4.29792093747227,0,1,41.6,22.6,16.4,2.7,1,6.7,1.5,5.2,"2532RP","2532R",1
"2532D","2284",52.0459062928883,4.29687393506817,52.04115,4.313038,1,0,14.8,11.3,3.6,0,0,1.8,0.9,0.9,"-1","-1",1
"2284","2532D",52.04115,4.313038,52.0459062928883,4.29687393506817,0,1,13.8,9.6,4.2,0,0,2.4,0.7,1.7,"-1","-1",1
"2532D","2511",52.0459062928883,4.29687393506817,52.07851,4.317539,1,0,26.4,9.8,16.6,0,0,5.8,0.7,5.1,"2532EA","2532E",1
"2532S","2495",52.0487032768463,4.29887219491031,52.05549,4.359042,1,0,54.4,31.5,14.7,8.2,1,6.8,2.4,4.4,"2532EA","2532E",1
"2495","2532S",52.05549,4.359042,52.0487032768463,4.29887219491031,0,1,56.3,35.2,16.1,5,1,7.8,2.7,5.1,"2532RP","2532R",1
